id_catalogo_bien_servicio,id_catalogo_bien_servicio_padre,codigo,codigo_completo,nombre,nivel,id_bien_servicio_tipo,estado,revision,id_arai,sincronizar
10004652,6002,4306,3.3.3.04306,REPARACION DE HORNO ELECTRICO,4,S,AC,,,N
10004653,6002,4495,3.3.3.04495,SERV. CERTIFICACION DE EQUIPOS,4,S,AC,,,N
10004654,6002,4588,3.3.3.04588,MANT.MANGUERA CONTRA INCENDIO,4,S,AC,,,N
10004655,6002,4589,3.3.3.04589,MANT.VALVULA HIDRAT.C/INCENDIO,4,S,AC,,,N
10004656,6002,4744,3.3.3.04744,MANTENIMIENTO EQUIPO AGUA FRIA,4,S,AC,,,N
10004657,6002,5013,3.3.3.05013,MANT. DE APAREJO ELECTRICO,4,S,AC,,,N
10004658,6002,5018,3.3.3.05018,MANTENIMIENTO MAQUINA COSEDORA,4,S,AC,,,N
10004659,6002,5024,3.3.3.05024,MANTENIMIENTO DE MONTAPAPELES,4,S,AC,,,N
10004660,6002,5075,3.3.3.05075,SERV. CONTROL Y CALIBRACION,4,S,AC,,,N
10004661,6002,5078,3.3.3.05078,MANTENIMIENTO DETECTOR METALES,4,S,AC,,,N
10004662,6002,5147,3.3.3.05147,MANT. DE RADARES,4,S,AC,,,N
10004663,6002,5148,3.3.3.05148,MANT. GIROCOMPAS Y SIST. GOB.,4,S,AC,,,N
10004664,6002,5263,3.3.3.05263,MANTENIMIENTO DE EMBARCACION,4,S,AC,,,N
10004665,6002,5288,3.3.3.05288,MANT. LINEAS COMUNIC. DE DATOS,4,S,AC,,,N
10004666,6002,5296,3.3.3.05296,REPARACION Y MANT.DE REACTORES,4,S,AC,,,N
10004667,6002,5441,3.3.3.05441,MANTENIMIENTO DE SKIES,4,S,AC,,,N
10004668,6002,5564,3.3.3.05564,MANTENIMIENTO DE TUBOS,4,S,AC,,,N
10004669,6002,5657,3.3.3.05657,MANT. DE CAMARA FRIGORIFICA,4,S,AC,,,N
10004670,6002,5658,3.3.3.05658,MANTENIMIENTO DE FREEZER,4,S,AC,,,N
10004671,6002,5660,3.3.3.05660,MANT.FABRIC.Y CONSERV DE HIELO,4,S,AC,,,N
10004672,6002,5982,3.3.3.05982,MANT.UNIDAD DE ENERGIA,4,S,AC,,,N
10004673,6002,6174,3.3.3.06174,MANT. Y REPARACION DE CAMILLA,4,S,AC,,,N
10004674,6002,6175,3.3.3.06175,REPARACION DE MESA DE CIRUGIA,4,S,AC,,,N
10004675,6002,6365,3.3.3.06365,REP.Y MANTENIMIENTO DE FICHERO,4,S,AC,,,N
10004676,6002,6459,3.3.3.06459,MANT. Y REPARACION ENTAPADORA,4,S,AC,,,N
10004677,6002,6567,3.3.3.06567,MANT. DE FOTODUPLICADORA,4,S,AC,,,N
10004678,6002,6579,3.3.3.06579,CAMBIO DE VALVULA,4,S,AC,,,N
10004679,6002,6580,3.3.3.06580,REVISIONES INTERNAS,4,S,AC,,,N
10004680,6002,6748,3.3.3.06748,MANT.DE CONTROLADOR DE COMUN.,4,S,AC,,,N
10004681,6002,6749,3.3.3.06749,MANT.CONTROLADORA DE DISPOSIT.,4,S,AC,,,N
10004682,6002,6918,3.3.3.06918,MANT. EQUIPO DESHIDRATADOR,4,S,AC,,,N
10004683,6005,2047,3.3.9.02047,INSTALACION DE EQUIPOS,4,S,AC,,,N
10004684,6005,2511,3.3.9.02511,MANTENIMIENTO DE ADORNOS,4,S,AC,,,N
10004685,6005,2607,3.3.9.02607,MANT. DE PLACAS DE BRONCE,4,S,AC,,,N
10004686,6005,2638,3.3.9.02638,MANT. DE PLANTAS VEGETALES,4,S,AC,,,N
10004687,6005,2821,3.3.9.02821,SERV. CONTRA INCENDIO,4,S,AC,,,N
10004688,6005,2929,3.3.9.02929,SERVICIO DE TAPICERIA,4,S,AC,,,N
10004689,6005,3034,3.3.9.03034,SERV. CEGADO DE TANQUE,4,S,AC,,,N
10004690,6005,3124,3.3.9.03124,REPARACION DE PORTON,4,S,AC,,,N
10004691,6005,3126,3.3.9.03126,MANT.PUERTA BLINDADA,4,S,AC,,,N
10004692,6005,3130,3.3.9.03130,MANT.CARENADO EMBARCACION,4,S,AC,,,N
10004693,6005,3336,3.3.9.03336,MANT. CARPINTERIA DE ACCESO,4,S,AC,,,N
10004694,6005,3391,3.3.9.03391,MONTAJE DE BOXES P/OFICINA,4,S,AC,,,N
10004695,6005,3424,3.3.9.03424,SERV.AMPLIACION TELEFONICA,4,S,AC,,,N
10004696,6005,3460,3.3.9.03460,MANT. INSTRUMENTO MUSICAL,4,S,AC,,,N
10004697,6005,3489,3.3.9.03489,REPARACION PUENTE GRUA,4,S,AC,,,N
10004698,6005,3671,3.3.9.03671,MANT. TRAJE DE NEOPRENE,4,S,AC,,,N
10004699,6005,3880,3.3.9.03880,MANTENIMIENTO DE MUEBLES,4,S,AC,,,N
10004700,6005,3885,3.3.9.03885,SERV.COLOCACION DE PISOS,4,S,AC,,,N
10004701,6005,3991,3.3.9.03991,SERVICIO DE MAESTRANZA,4,S,AC,,,N
10004702,6005,4021,3.3.9.04021,COLOCACION LAMINAS C/SOLAR,4,S,AC,,,N
10004703,6005,4023,3.3.9.04023,COLOCACION DE CORTINAS,4,S,AC,,,N
10004704,6005,4267,3.3.9.04267,REPAR.PLACA ELECTRONICA,4,S,AC,,,N
10004705,6005,4268,3.3.9.04268,SER.LIMP.REGUL.CORRIENTE,4,S,AC,,,N
10004706,6005,4334,3.3.9.04334,MANT.ELECTRICO Y ELECTRONICO,4,S,AC,,,N
10004707,6005,4335,3.3.9.04335,MANT.INSTRUMENTAL OPTICO,4,S,AC,,,N
10004708,6005,4388,3.3.9.04388,REPARACION DE CALDERA,4,S,AC,,,N
10004709,6005,4420,3.3.9.04420,MANT. CENTRALES LUZ EMERGENCIA,4,S,AC,,,N
10004710,6005,4651,3.3.9.04651,MANT.INSTRUMENTAL LABORATORIO ,4,S,AC,,,N
10004711,6005,4664,3.3.9.04664,MANT. DE CORTE DE CESPED,4,S,AC,,,N
10004712,6005,4683,3.3.9.04683,SERV.MANT.BALSAS AUTOINFLABLES,4,S,AC,,,N
10004713,6005,4892,3.3.9.04892,CONSTRUCCION CARGADOR BATERIA,4,S,AC,,,N
10004714,6005,4955,3.3.9.04955,ARREGLO DE GORRAS,4,S,AC,,,N
10004715,6005,5058,3.3.9.05058,MANTENIMIENTO DE CANCHAS,4,S,AC,,,N
10004716,6005,5074,3.3.9.05074,MANT. DE VIAS DE COMUNICACION,4,S,AC,,,N
10004717,6005,5085,3.3.9.05085,APERTURA VENTANA P/VEHICULO,4,S,AC,,,N
10004718,6005,5161,3.3.9.05161,REPARACION SISTEMA SEGURIDAD,4,S,AC,,,N
10004720,6005,5393,3.3.9.05393,MANT. DE CARRO LIMPIAVIDRIO,4,S,AC,,,N
10004721,6005,5408,3.3.9.05408,MANTENIMIENTO DE ARMAMENTO,4,S,AC,,,N
10004722,6005,5516,3.3.9.05516,MANTENIM. SEÑALES VIALES,4,S,AC,,,N
10004723,6005,5653,3.3.9.05653,MANT. DE EQUIPOS P/SANITARIOS,4,S,AC,,,N
10004724,6005,5980,3.3.9.05980,SERV.HABILITACION DE EQUIPOS,4,S,AC,,,N
10004725,6005,6076,3.3.9.06076,MANT. ARTEFACTO DE ILUMINACION,4,S,AC,,,N
10004726,6005,6719,3.3.9.06719,REP. Y MANTEN. MESA ANESTESIA,4,S,AC,,,N
10004727,6005,6915,3.3.9.06915,MANTENIMIENTO DE PARARRAYO,4,S,AC,,,N
10004728,6000,1646,3.3.1.01646,TRATAMIENTO DE FRENTES,4,S,AC,,,N
10004729,6000,1649,3.3.1.01649,CIERRAPUERTAS,4,S,AC,,,N
10004730,6000,1658,3.3.1.01658,MANT. REP. TANQUES,4,S,AC,,,N
10004731,6000,1660,3.3.1.01660,SERVICIO DE PINTURA,4,S,AC,,,N
10004732,6000,2041,3.3.1.02041,ALBAÑILERIA,4,S,AC,,,N
